ID,Text,Label,Vulnerability Type,Timestamp
1847,Malicious script execution attempt detected on /admin panel,1,SSL Vulnerability,2024-09-27 23:50:00
1848,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,SQL Injection,2024-09-27 23:55:00
1849,Email received with suspicious attachment from unknown source,1,SSL Vulnerability,2024-09-28 00:00:00
1850,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Brute Force,2024-09-28 00:05:00
1851,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,SQL Injection,2024-09-28 00:10:00
1852,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Unauthorized Access,2024-09-28 00:15:00
1853,SSL certificate expired for web service hosted on 203.0.113.20,1,DDoS,2024-09-28 00:20:00
1854,Internal user attempted to access restricted file server from port 22,1,Reconnaissance,2024-09-28 00:25:00
1855,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,ARP Spoofing,2024-09-28 00:30:00
1856,Internal user attempted to access restricted file server from port 22,1,Exploit,2024-09-28 00:35:00
1857,Detected unauthorized software installation on company workstation,1,Reconnaissance,2024-09-28 00:40:00
1858,Detected SQL injection attempt on website query /login.php,1,Insider Threat,2024-09-28 00:45:00
1859,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Malware,2024-09-28 00:50:00
1860,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,ARP Spoofing,2024-09-28 00:55:00
1861,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Sensitive Data Leak,2024-09-28 01:00:00
1862,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,DDoS,2024-09-28 01:05:00
1863,Data leakage prevention alert triggered by outbound sensitive data,1,Ransomware,2024-09-28 01:10:00
1864,Worm detected spreading through internal subnet 172.16.0.0/24,1,DDoS,2024-09-28 01:15:00
1865,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Ransomware,2024-09-28 01:20:00
1866,Email received with suspicious attachment from unknown source,1,SQL Injection,2024-09-28 01:25:00
1867,Internal user attempted to access restricted file server from port 22,1,Exploit,2024-09-28 01:30:00
1868,Exploit attempt detected using outdated library version on web service,1,Privilege Escalation,2024-09-28 01:35:00
1869,Unusual traffic pattern detected on internal database server,1,Packet Flooding,2024-09-28 01:40:00
1870,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,SQL Injection,2024-09-28 01:45:00
1871,Internal user attempted to access restricted file server from port 22,1,Unauthorized Access,2024-09-28 01:50:00
1872,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,DDoS,2024-09-28 01:55:00
1873,"Incoming request on port 8080, multiple failed login attempts detected",1,Unauthorized Access,2024-09-28 02:00:00
1874,Detected SQL injection attempt on website query /login.php,1,Ransomware,2024-09-28 02:05:00
1875,Unusually high bandwidth usage detected between internal servers,1,Worm,2024-09-28 02:10:00
1876,Detected unauthorized software installation on company workstation,1,Ransomware,2024-09-28 02:15:00
1877,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,SSL Vulnerability,2024-09-28 02:20:00
1878,Worm detected spreading through internal subnet 172.16.0.0/24,1,Port Scanning,2024-09-28 02:25:00
1879,Malicious script execution attempt detected on /admin panel,1,Ransomware,2024-09-28 02:30:00
1880,SSL certificate expired for web service hosted on 203.0.113.20,1,DDoS,2024-09-28 02:35:00
1881,Detected SQL injection attempt on website query /login.php,1,SQL Injection,2024-09-28 02:40:00
1882,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Packet Flooding,2024-09-28 02:45:00
1883,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Worm,2024-09-28 02:50:00
1884,Unusually high bandwidth usage detected between internal servers,1,Phishing,2024-09-28 02:55:00
1885,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Brute Force,2024-09-28 03:00:00
1886,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Malware,2024-09-28 03:05:00
1887,"Incoming request on port 8080, multiple failed login attempts detected",1,DDoS,2024-09-28 03:10:00
1888,SSL certificate expired for web service hosted on 203.0.113.20,1,Data Exfiltration,2024-09-28 03:15:00
1889,Data leakage prevention alert triggered by outbound sensitive data,1,Insider Threat,2024-09-28 03:20:00
1890,Data leakage prevention alert triggered by outbound sensitive data,1,Sensitive Data Leak,2024-09-28 03:25:00
1891,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Sensitive Data Leak,2024-09-28 03:30:00
1892,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,ARP Spoofing,2024-09-28 03:35:00
1893,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Brute Force,2024-09-28 03:40:00
1894,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Phishing,2024-09-28 03:45:00
1895,Unusually high bandwidth usage detected between internal servers,1,Worm,2024-09-28 03:50:00
1896,Worm detected spreading through internal subnet 172.16.0.0/24,1,SSL Vulnerability,2024-09-28 03:55:00
1897,Internal user attempted to access restricted file server from port 22,1,ARP Spoofing,2024-09-28 04:00:00
1898,Exploit attempt detected using outdated library version on web service,1,Exploit,2024-09-28 04:05:00
1899,"Incoming request on port 8080, multiple failed login attempts detected",1,DDoS,2024-09-28 04:10:00
1900,"Spear phishing email received by employee, flagged for investigation",0,None,2024-09-28 04:15:00
1901,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Sensitive Data Leak,2024-09-28 04:20:00
1902,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Packet Flooding,2024-09-28 04:25:00
1903,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,ARP Spoofing,2024-09-28 04:30:00
1904,Email received with suspicious attachment from unknown source,1,SSL Vulnerability,2024-09-28 04:35:00
1905,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,DDoS,2024-09-28 04:40:00
1906,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Sensitive Data Leak,2024-09-28 04:45:00
1907,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Exploit,2024-09-28 04:50:00
1908,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,DDoS,2024-09-28 04:55:00
1909,Exploit attempt detected using outdated library version on web service,1,Data Exfiltration,2024-09-28 05:00:00
1910,Unusually high bandwidth usage detected between internal servers,1,Ransomware,2024-09-28 05:05:00
1911,SSL certificate expired for web service hosted on 203.0.113.20,1,Reconnaissance,2024-09-28 05:10:00
1912,Unusually high bandwidth usage detected between internal servers,1,Malware,2024-09-28 05:15:00
1913,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Data Exfiltration,2024-09-28 05:20:00
1914,Unusual traffic pattern detected on internal database server,1,Port Scanning,2024-09-28 05:25:00
1915,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Brute Force,2024-09-28 05:30:00
1916,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,DDoS,2024-09-28 05:35:00
1917,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Exploit,2024-09-28 05:40:00
1918,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Exploit,2024-09-28 05:45:00
1919,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Brute Force,2024-09-28 05:50:00
1920,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,ARP Spoofing,2024-09-28 05:55:00
1921,Worm detected spreading through internal subnet 172.16.0.0/24,1,SQL Injection,2024-09-28 06:00:00
1922,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Brute Force,2024-09-28 06:05:00
1923,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,DDoS,2024-09-28 06:10:00
1924,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Unauthorized Access,2024-09-28 06:15:00
1925,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Privilege Escalation,2024-09-28 06:20:00
1926,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Port Scanning,2024-09-28 06:25:00
1927,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Data Exfiltration,2024-09-28 06:30:00
1928,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Unauthorized Access,2024-09-28 06:35:00
1929,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Malware,2024-09-28 06:40:00
1930,Malicious script execution attempt detected on /admin panel,0,None,2024-09-28 06:45:00
1931,Data leakage prevention alert triggered by outbound sensitive data,1,Insider Threat,2024-09-28 06:50:00
1932,SSL certificate expired for web service hosted on 203.0.113.20,1,Sensitive Data Leak,2024-09-28 06:55:00
1933,Email received with suspicious attachment from unknown source,1,SSL Vulnerability,2024-09-28 07:00:00
1934,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Port Scanning,2024-09-28 07:05:00
1935,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Packet Flooding,2024-09-28 07:10:00
1936,Data leakage prevention alert triggered by outbound sensitive data,1,Malware,2024-09-28 07:15:00
1937,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Malware,2024-09-28 07:20:00
1938,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Reconnaissance,2024-09-28 07:25:00
1939,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Worm,2024-09-28 07:30:00
1940,Malicious script execution attempt detected on /admin panel,1,SQL Injection,2024-09-28 07:35:00
1941,Worm detected spreading through internal subnet 172.16.0.0/24,1,Malware,2024-09-28 07:40:00
1942,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Data Exfiltration,2024-09-28 07:45:00
1943,Suspicious login detected at an unusual hour from 192.168.1.101,1,DDoS,2024-09-28 07:50:00
1944,Internal user attempted to access restricted file server from port 22,1,SQL Injection,2024-09-28 07:55:00
1945,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Data Exfiltration,2024-09-28 08:00:00
1946,Unusual traffic pattern detected on internal database server,1,Data Exfiltration,2024-09-28 08:05:00
1947,Worm detected spreading through internal subnet 172.16.0.0/24,1,Sensitive Data Leak,2024-09-28 08:10:00
1948,Detected unauthorized software installation on company workstation,1,Port Scanning,2024-09-28 08:15:00
1949,"Incoming request on port 8080, multiple failed login attempts detected",1,Unauthorized Access,2024-09-28 08:20:00
1950,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Brute Force,2024-09-28 08:25:00
1951,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Packet Flooding,2024-09-28 08:30:00
1952,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,DDoS,2024-09-28 08:35:00
1953,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,0,None,2024-09-28 08:40:00
1954,Exploit attempt detected using outdated library version on web service,1,Malware,2024-09-28 08:45:00
1955,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,ARP Spoofing,2024-09-28 08:50:00
1956,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Worm,2024-09-28 08:55:00
1957,Malicious script execution attempt detected on /admin panel,1,Malware,2024-09-28 09:00:00
1958,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Insider Threat,2024-09-28 09:05:00
1959,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Reconnaissance,2024-09-28 09:10:00
1960,Unusually high bandwidth usage detected between internal servers,1,Malware,2024-09-28 09:15:00
1961,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Ransomware,2024-09-28 09:20:00
1962,Detected unauthorized software installation on company workstation,1,DDoS,2024-09-28 09:25:00
1963,Malicious script execution attempt detected on /admin panel,1,Sensitive Data Leak,2024-09-28 09:30:00
1964,"Incoming request on port 8080, multiple failed login attempts detected",1,Packet Flooding,2024-09-28 09:35:00
1965,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Unauthorized Access,2024-09-28 09:40:00
1966,Email received with suspicious attachment from unknown source,1,Data Exfiltration,2024-09-28 09:45:00
1967,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Reconnaissance,2024-09-28 09:50:00
1968,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Malware,2024-09-28 09:55:00
1969,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Port Scanning,2024-09-28 10:00:00
1970,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,SSL Vulnerability,2024-09-28 10:05:00
1971,Detected SQL injection attempt on website query /login.php,1,ARP Spoofing,2024-09-28 10:10:00
1972,Unusual traffic pattern detected on internal database server,1,SSL Vulnerability,2024-09-28 10:15:00
1973,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Port Scanning,2024-09-28 10:20:00
1974,Detected SQL injection attempt on website query /login.php,1,SSL Vulnerability,2024-09-28 10:25:00
1975,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,SQL Injection,2024-09-28 10:30:00
1976,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Packet Flooding,2024-09-28 10:35:00
1977,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Malware,2024-09-28 10:40:00
1978,Unusually high bandwidth usage detected between internal servers,1,Reconnaissance,2024-09-28 10:45:00
1979,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,SQL Injection,2024-09-28 10:50:00
1980,Data leakage prevention alert triggered by outbound sensitive data,1,Privilege Escalation,2024-09-28 10:55:00
1981,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Data Exfiltration,2024-09-28 11:00:00
1982,Data leakage prevention alert triggered by outbound sensitive data,1,Phishing,2024-09-28 11:05:00
